Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,24120.779297,25758.789063,22789.619141,25383.109375,25383.109375,79406300
2020-06-01,25342.990234,27580.210938,24843.179688,25812.880859,25812.880859,97104800
2020-07-01,25879.380859,27071.330078,25523.509766,26428.320313,26428.320313,82103700
2020-08-01,26542.320313,28733.349609,26534.380859,28430.050781,28430.050781,74523600
2020-09-01,28439.609375,29199.349609,26537.009766,27781.699219,27781.699219,99739200
2020-10-01,27940.630859,28957.900391,26143.769531,26501.599609,26501.599609,84399300
2020-11-01,26691.279297,30116.509766,26691.279297,29638.640625,29638.640625,78723800
2020-12-01,29797.500000,30637.470703,29599.289063,30606.480469,30606.480469,80983100
2021-01-01,30627.470703,31272.220703,29856.300781,29982.619141,29982.619141,81687700
2021-02-01,30054.730469,32009.640625,30014.970703,30932.369141,30932.369141,67139200
2021-02-26,31401.289063,31450.890625,30911.369141,30932.369141,30932.369141,538907029
